source_event_id,event_id,source,disaster_type,year,month,date,date_precision,latitude,longitude,coord_source,state_name,district_name,duration_days,cause,fatalities,alert_level,alert_score,description,episode_id,event_name,glide,country,iso3,from_date,to_date,date_modified,source_name,severity_data
HIST_FL_003231,HIST_FL_003231,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Karnataka,,2.0,,2.0,,,,,,,,,,,,,
HIST_FL_003232,HIST_FL_003232,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_003233,HIST_FL_003233,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Karnataka,,2.0,,2.0,,,,,,,,,,,,,
HIST_FL_003234,HIST_FL_003234,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Karnataka,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_003235,HIST_FL_003235,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Karnataka,,2.0,,,,,,,,,,,,,,,
HIST_FL_003236,HIST_FL_003236,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Karnataka,,3.0,,12.0,,,,,,,,,,,,,
HIST_FL_003237,HIST_FL_003237,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Kerala,,1.0,,,,,,,,,,,,,,,
HIST_FL_003238,HIST_FL_003238,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Kerala,,3.0,,6.0,,,,,,,,,,,,,
HIST_FL_003239,HIST_FL_003239,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Maharashtra,,1.0,,5.0,,,,,,,,,,,,,
HIST_FL_003240,HIST_FL_003240,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Maharashtra,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_003241,HIST_FL_003241,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Maharashtra,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_003242,HIST_FL_003242,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Maharashtra,,1.0,,15.0,,,,,,,,,,,,,
HIST_FL_003243,HIST_FL_003243,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Mizoram,,1.0,,,,,,,,,,,,,,,
HIST_FL_003244,HIST_FL_003244,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Rajasthan,,1.0,,8.0,,,,,,,,,,,,,
HIST_FL_003245,HIST_FL_003245,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Uttarakhand,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003246,HIST_FL_003246,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_003247,HIST_FL_003247,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,Uttar Pradesh,,3.0,,16.0,,,,,,,,,,,,,
HIST_FL_003248,HIST_FL_003248,HISTORICAL,FLOOD,2017,8,2017-08-01 00:00:00,month,,,missing,West Bengal,,7.0,,32.0,,,,,,,,,,,,,
HIST_FL_003249,HIST_FL_003249,HISTORICAL,FLOOD,2017,9,2017-09-01 00:00:00,month,,,missing,Assam,,5.0,,24.0,,,,,,,,,,,,,
HIST_FL_003250,HIST_FL_003250,HISTORICAL,FLOOD,2017,9,2017-09-01 00:00:00,month,,,missing,Bihar,,1.0,,15.0,,,,,,,,,,,,,
HIST_FL_003251,HIST_FL_003251,HISTORICAL,FLOOD,2017,9,2017-09-01 00:00:00,month,,,missing,Karnataka,,3.0,,5.0,,,,,,,,,,,,,
HIST_FL_003252,HIST_FL_003252,HISTORICAL,FLOOD,2017,9,2017-09-01 00:00:00,month,,,missing,Karnataka,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003253,HIST_FL_003253,HISTORICAL,FLOOD,2017,9,2017-09-01 00:00:00,month,,,missing,Karnataka,,3.0,,4.0,,,,,,,,,,,,,
HIST_FL_003254,HIST_FL_003254,HISTORICAL,FLOOD,2017,9,2017-09-01 00:00:00,month,,,missing,Karnataka,,2.0,,2.0,,,,,,,,,,,,,
HIST_FL_003255,HIST_FL_003255,HISTORICAL,FLOOD,2017,9,2017-09-01 00:00:00,month,,,missing,Kerala,,1.0,,4.0,,,,,,,,,,,,,
HIST_FL_003256,HIST_FL_003256,HISTORICAL,FLOOD,2017,9,2017-09-01 00:00:00,month,,,missing,Kerala,,2.0,,5.0,,,,,,,,,,,,,
HIST_FL_003257,HIST_FL_003257,HISTORICAL,FLOOD,2017,9,2017-09-01 00:00:00,month,,,missing,Maharashtra,,2.0,,,,,,,,,,,,,,,
HIST_FL_003258,HIST_FL_003258,HISTORICAL,FLOOD,2017,9,2017-09-01 00:00:00,month,,,missing,Sikkim,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_003259,HIST_FL_003259,HISTORICAL,FLOOD,2017,10,2017-10-01 00:00:00,month,,,missing,Assam,,12.0,,72.0,,,,,,,,,,,,,
HIST_FL_003260,HIST_FL_003260,HISTORICAL,FLOOD,2017,10,2017-10-01 00:00:00,month,,,missing,Jammu and Kashmir,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003261,HIST_FL_003261,HISTORICAL,FLOOD,2017,10,2017-10-01 00:00:00,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_003262,HIST_FL_003262,HISTORICAL,FLOOD,2017,10,2017-10-01 00:00:00,month,,,missing,Karnataka,,2.0,,2.0,,,,,,,,,,,,,
HIST_FL_003263,HIST_FL_003263,HISTORICAL,FLOOD,2017,10,2017-10-01 00:00:00,month,,,missing,Karnataka,,3.0,,10.0,,,,,,,,,,,,,
HIST_FL_003264,HIST_FL_003264,HISTORICAL,FLOOD,2017,10,2017-10-01 00:00:00,month,,,missing,Kerala,,1.0,,,,,,,,,,,,,,,
HIST_FL_003265,HIST_FL_003265,HISTORICAL,FLOOD,2017,11,2017-11-01 00:00:00,month,,,missing,Bihar,,3.0,,4.0,,,,,,,,,,,,,
HIST_FL_003266,HIST_FL_003266,HISTORICAL,FLOOD,2017,11,2017-11-01 00:00:00,month,,,missing,Chhattisgarh,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_003267,HIST_FL_003267,HISTORICAL,FLOOD,2017,11,2017-11-01 00:00:00,month,,,missing,Karnataka,,2.0,,1.0,,,,,,,,,,,,,
HIST_FL_003268,HIST_FL_003268,HISTORICAL,FLOOD,2017,11,2017-11-01 00:00:00,month,,,missing,Tripura,,3.0,,3.0,,,,,,,,,,,,,
HIST_FL_003269,HIST_FL_003269,HISTORICAL,FLOOD,2017,11,2017-11-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,10.0,,,,,,,,,,,,,
HIST_FL_003270,HIST_FL_003270,HISTORICAL,FLOOD,2017,12,2017-12-01 00:00:00,month,,,missing,Himachal Pradesh,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003271,HIST_FL_003271,HISTORICAL,FLOOD,2017,12,2017-12-01 00:00:00,month,,,missing,Rajasthan,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_003272,HIST_FL_003272,HISTORICAL,FLOOD,2017,12,2017-12-01 00:00:00,month,,,missing,Tamil Nadu,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_003273,HIST_FL_003273,HISTORICAL,FLOOD,2018,1,2018-01-01 00:00:00,month,,,missing,Andhra Pradesh,,1.0,,6.0,,,,,,,,,,,,,
HIST_FL_003274,HIST_FL_003274,HISTORICAL,FLOOD,2018,1,2018-01-01 00:00:00,month,,,missing,Assam,,31.0,,14.0,,,,,,,,,,,,,
HIST_FL_003275,HIST_FL_003275,HISTORICAL,FLOOD,2018,1,2018-01-01 00:00:00,month,,,missing,Assam,,30.0,,3.0,,,,,,,,,,,,,
HIST_FL_003276,HIST_FL_003276,HISTORICAL,FLOOD,2018,1,2018-01-01 00:00:00,month,,,missing,Karnataka,,22.0,,8.0,,,,,,,,,,,,,
HIST_FL_003277,HIST_FL_003277,HISTORICAL,FLOOD,2018,1,2018-01-01 00:00:00,month,,,missing,Kerala,,30.0,,339.0,,,,,,,,,,,,,
HIST_FL_003278,HIST_FL_003278,HISTORICAL,FLOOD,2018,1,2018-01-01 00:00:00,month,,,missing,Maharashtra,,2.0,,,,,,,,,,,,,,,
HIST_FL_003279,HIST_FL_003279,HISTORICAL,FLOOD,2018,1,2018-01-01 00:00:00,month,,,missing,Nagaland,,31.0,,12.0,,,,,,,,,,,,,
HIST_FL_003280,HIST_FL_003280,HISTORICAL,FLOOD,2018,1,2018-01-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,13.0,,,,,,,,,,,,,
HIST_FL_003281,HIST_FL_003281,HISTORICAL,FLOOD,2018,1,2018-01-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,11.0,,,,,,,,,,,,,
HIST_FL_003282,HIST_FL_003282,HISTORICAL,FLOOD,2018,2,2018-02-01 00:00:00,month,,,missing,Karnataka,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_003283,HIST_FL_003283,HISTORICAL,FLOOD,2018,2,2018-02-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,11.0,,,,,,,,,,,,,
HIST_FL_003284,HIST_FL_003284,HISTORICAL,FLOOD,2018,2,2018-02-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,8.0,,,,,,,,,,,,,
HIST_FL_003285,HIST_FL_003285,HISTORICAL,FLOOD,2018,3,2018-03-01 00:00:00,month,,,missing,Andhra Pradesh,,1.0,,,,,,,,,,,,,,,
HIST_FL_003286,HIST_FL_003286,HISTORICAL,FLOOD,2018,3,2018-03-01 00:00:00,month,,,missing,Jammu and Kashmir,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_003287,HIST_FL_003287,HISTORICAL,FLOOD,2018,3,2018-03-01 00:00:00,month,,,missing,Jammu and Kashmir,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003288,HIST_FL_003288,HISTORICAL,FLOOD,2018,3,2018-03-01 00:00:00,month,,,missing,Karnataka,,2.0,,,,,,,,,,,,,,,
HIST_FL_003289,HIST_FL_003289,HISTORICAL,FLOOD,2018,3,2018-03-01 00:00:00,month,,,missing,Kerala,,1.0,,,,,,,,,,,,,,,
HIST_FL_003290,HIST_FL_003290,HISTORICAL,FLOOD,2018,3,2018-03-01 00:00:00,month,,,missing,Maharashtra,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003291,HIST_FL_003291,HISTORICAL,FLOOD,2018,3,2018-03-01 00:00:00,month,,,missing,Tamil Nadu,,3.0,,,,,,,,,,,,,,,
HIST_FL_003292,HIST_FL_003292,HISTORICAL,FLOOD,2018,3,2018-03-01 00:00:00,month,,,missing,Telangana,,1.0,,,,,,,,,,,,,,,
HIST_FL_003293,HIST_FL_003293,HISTORICAL,FLOOD,2018,3,2018-03-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,10.0,,,,,,,,,,,,,
HIST_FL_003294,HIST_FL_003294,HISTORICAL,FLOOD,2018,4,2018-04-01 00:00:00,month,,,missing,Kerala,,1.0,,,,,,,,,,,,,,,
HIST_FL_003295,HIST_FL_003295,HISTORICAL,FLOOD,2018,4,2018-04-01 00:00:00,month,,,missing,Madhya Pradesh,,1.0,,4.0,,,,,,,,,,,,,
HIST_FL_003296,HIST_FL_003296,HISTORICAL,FLOOD,2018,4,2018-04-01 00:00:00,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_003297,HIST_FL_003297,HISTORICAL,FLOOD,2018,4,2018-04-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,8.0,,,,,,,,,,,,,
HIST_FL_003298,HIST_FL_003298,HISTORICAL,FLOOD,2018,4,2018-04-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,11.0,,,,,,,,,,,,,
HIST_FL_003299,HIST_FL_003299,HISTORICAL,FLOOD,2018,5,2018-05-01 00:00:00,month,,,missing,Jammu and Kashmir,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_003300,HIST_FL_003300,HISTORICAL,FLOOD,2018,5,2018-05-01 00:00:00,month,,,missing,Karnataka,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003301,HIST_FL_003301,HISTORICAL,FLOOD,2018,5,2018-05-01 00:00:00,month,,,missing,Kerala,,2.0,,,,,,,,,,,,,,,
HIST_FL_003302,HIST_FL_003302,HISTORICAL,FLOOD,2018,5,2018-05-01 00:00:00,month,,,missing,Kerala,,2.0,,,,,,,,,,,,,,,
HIST_FL_003303,HIST_FL_003303,HISTORICAL,FLOOD,2018,5,2018-05-01 00:00:00,month,,,missing,Kerala,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003304,HIST_FL_003304,HISTORICAL,FLOOD,2018,5,2018-05-01 00:00:00,month,,,missing,Kerala,,34.0,,138.0,,,,,,,,,,,,,
HIST_FL_003305,HIST_FL_003305,HISTORICAL,FLOOD,2018,5,2018-05-01 00:00:00,month,,,missing,Maharashtra,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003306,HIST_FL_003306,HISTORICAL,FLOOD,2018,5,2018-05-01 00:00:00,month,,,missing,Mizoram,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003307,HIST_FL_003307,HISTORICAL,FLOOD,2018,5,2018-05-01 00:00:00,month,,,missing,Tamil Nadu,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003308,HIST_FL_003308,HISTORICAL,FLOOD,2018,5,2018-05-01 00:00:00,month,,,missing,Tripura,,1.0,,6.0,,,,,,,,,,,,,
HIST_FL_003309,HIST_FL_003309,HISTORICAL,FLOOD,2018,5,2018-05-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,13.0,,,,,,,,,,,,,
HIST_FL_003310,HIST_FL_003310,HISTORICAL,FLOOD,2018,5,2018-05-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,18.0,,,,,,,,,,,,,
HIST_FL_003311,HIST_FL_003311,HISTORICAL,FLOOD,2018,6,2018-06-01 00:00:00,month,,,missing,Assam,,16.0,,32.0,,,,,,,,,,,,,
HIST_FL_003312,HIST_FL_003312,HISTORICAL,FLOOD,2018,6,2018-06-01 00:00:00,month,,,missing,Gujarat,,2.0,,4.0,,,,,,,,,,,,,
HIST_FL_003313,HIST_FL_003313,HISTORICAL,FLOOD,2018,6,2018-06-01 00:00:00,month,,,missing,Himachal Pradesh,,2.0,,3.0,,,,,,,,,,,,,
HIST_FL_003314,HIST_FL_003314,HISTORICAL,FLOOD,2018,6,2018-06-01 00:00:00,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_003315,HIST_FL_003315,HISTORICAL,FLOOD,2018,6,2018-06-01 00:00:00,month,,,missing,Madhya Pradesh,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003316,HIST_FL_003316,HISTORICAL,FLOOD,2018,6,2018-06-01 00:00:00,month,,,missing,Maharashtra,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003317,HIST_FL_003317,HISTORICAL,FLOOD,2018,6,2018-06-01 00:00:00,month,,,missing,Maharashtra,,1.0,,8.0,,,,,,,,,,,,,
HIST_FL_003318,HIST_FL_003318,HISTORICAL,FLOOD,2018,6,2018-06-01 00:00:00,month,,,missing,Rajasthan,,1.0,,4.0,,,,,,,,,,,,,
HIST_FL_003319,HIST_FL_003319,HISTORICAL,FLOOD,2018,6,2018-06-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003320,HIST_FL_003320,HISTORICAL,FLOOD,2018,6,2018-06-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_003321,HIST_FL_003321,HISTORICAL,FLOOD,2018,6,2018-06-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,,,,,,,,,,,,,,
HIST_FL_003322,HIST_FL_003322,HISTORICAL,FLOOD,2018,6,2018-06-01 00:00:00,month,,,missing,West Bengal,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003323,HIST_FL_003323,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Assam,,3.0,,2.0,,,,,,,,,,,,,
HIST_FL_003324,HIST_FL_003324,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Gujarat,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003325,HIST_FL_003325,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Gujarat,,1.0,,27.0,,,,,,,,,,,,,
HIST_FL_003326,HIST_FL_003326,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Jammu and Kashmir,,3.0,,,,,,,,,,,,,,,
HIST_FL_003327,HIST_FL_003327,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Madhya Pradesh,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003328,HIST_FL_003328,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Maharashtra,,1.0,,4.0,,,,,,,,,,,,,
HIST_FL_003329,HIST_FL_003329,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_003330,HIST_FL_003330,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Odisha,,6.0,,12.0,,,,,,,,,,,,,
HIST_FL_003331,HIST_FL_003331,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Rajasthan,,1.0,,4.0,,,,,,,,,,,,,
HIST_FL_003332,HIST_FL_003332,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Rajasthan,,1.0,,5.0,,,,,,,,,,,,,
HIST_FL_003333,HIST_FL_003333,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003334,HIST_FL_003334,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,17.0,,,,,,,,,,,,,
HIST_FL_003335,HIST_FL_003335,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,33.0,,,,,,,,,,,,,
HIST_FL_003336,HIST_FL_003336,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,27.0,,,,,,,,,,,,,
HIST_FL_003337,HIST_FL_003337,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,7.0,,,,,,,,,,,,,
HIST_FL_003338,HIST_FL_003338,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,8.0,,,,,,,,,,,,,
HIST_FL_003339,HIST_FL_003339,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,19.0,,,,,,,,,,,,,
HIST_FL_003340,HIST_FL_003340,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_003341,HIST_FL_003341,HISTORICAL,FLOOD,2018,7,2018-07-01 00:00:00,month,,,missing,West Bengal,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_003342,HIST_FL_003342,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Andhra Pradesh,,2.0,,4.0,,,,,,,,,,,,,
HIST_FL_003343,HIST_FL_003343,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Jammu and Kashmir,,1.0,,6.0,,,,,,,,,,,,,
HIST_FL_003344,HIST_FL_003344,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Karnataka,,4.0,,2.0,,,,,,,,,,,,,
HIST_FL_003345,HIST_FL_003345,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Maharashtra,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_003346,HIST_FL_003346,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Maharashtra,,2.0,,5.0,,,,,,,,,,,,,
HIST_FL_003347,HIST_FL_003347,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Maharashtra,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003348,HIST_FL_003348,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Maharashtra,,2.0,,11.0,,,,,,,,,,,,,
HIST_FL_003349,HIST_FL_003349,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Odisha,,5.0,,9.0,,,,,,,,,,,,,
HIST_FL_003350,HIST_FL_003350,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Rajasthan,,1.0,,4.0,,,,,,,,,,,,,
HIST_FL_003351,HIST_FL_003351,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Rajasthan,,1.0,,4.0,,,,,,,,,,,,,
HIST_FL_003352,HIST_FL_003352,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Rajasthan,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_003353,HIST_FL_003353,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Uttarakhand,,1.0,,6.0,,,,,,,,,,,,,
HIST_FL_003354,HIST_FL_003354,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,10.0,,,,,,,,,,,,,
HIST_FL_003355,HIST_FL_003355,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,9.0,,,,,,,,,,,,,
HIST_FL_003356,HIST_FL_003356,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_003357,HIST_FL_003357,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,4.0,,,,,,,,,,,,,
HIST_FL_003358,HIST_FL_003358,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,12.0,,,,,,,,,,,,,
HIST_FL_003359,HIST_FL_003359,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,11.0,,,,,,,,,,,,,
HIST_FL_003360,HIST_FL_003360,HISTORICAL,FLOOD,2018,8,2018-08-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003361,HIST_FL_003361,HISTORICAL,FLOOD,2018,9,2018-09-01 00:00:00,month,,,missing,Arunachal Pradesh,,1.0,,4.0,,,,,,,,,,,,,
HIST_FL_003362,HIST_FL_003362,HISTORICAL,FLOOD,2018,9,2018-09-01 00:00:00,month,,,missing,Himachal Pradesh,,1.0,,8.0,,,,,,,,,,,,,
HIST_FL_003363,HIST_FL_003363,HISTORICAL,FLOOD,2018,9,2018-09-01 00:00:00,month,,,missing,Jammu and Kashmir,,1.0,,,,,,,,,,,,,,,
HIST_FL_003364,HIST_FL_003364,HISTORICAL,FLOOD,2018,9,2018-09-01 00:00:00,month,,,missing,Jammu and Kashmir,,1.0,,,,,,,,,,,,,,,
HIST_FL_003365,HIST_FL_003365,HISTORICAL,FLOOD,2018,9,2018-09-01 00:00:00,month,,,missing,Jammu and Kashmir,,1.0,,5.0,,,,,,,,,,,,,
HIST_FL_003366,HIST_FL_003366,HISTORICAL,FLOOD,2018,9,2018-09-01 00:00:00,month,,,missing,Madhya Pradesh,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003367,HIST_FL_003367,HISTORICAL,FLOOD,2018,9,2018-09-01 00:00:00,month,,,missing,Punjab,,1.0,,6.0,,,,,,,,,,,,,
HIST_FL_003368,HIST_FL_003368,HISTORICAL,FLOOD,2018,9,2018-09-01 00:00:00,month,,,missing,Punjab,,1.0,,7.0,,,,,,,,,,,,,
HIST_FL_003369,HIST_FL_003369,HISTORICAL,FLOOD,2018,9,2018-09-01 00:00:00,month,,,missing,Rajasthan,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_003370,HIST_FL_003370,HISTORICAL,FLOOD,2018,9,2018-09-01 00:00:00,month,,,missing,Tamil Nadu,,1.0,,,,,,,,,,,,,,,
HIST_FL_003371,HIST_FL_003371,HISTORICAL,FLOOD,2018,9,2018-09-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,6.0,,,,,,,,,,,,,
HIST_FL_003372,HIST_FL_003372,HISTORICAL,FLOOD,2018,9,2018-09-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,4.0,,,,,,,,,,,,,
HIST_FL_003373,HIST_FL_003373,HISTORICAL,FLOOD,2018,10,2018-10-01 00:00:00,month,,,missing,Karnataka,,1.0,,,,,,,,,,,,,,,
HIST_FL_003374,HIST_FL_003374,HISTORICAL,FLOOD,2018,10,2018-10-01 00:00:00,month,,,missing,Kerala,,1.0,,,,,,,,,,,,,,,
HIST_FL_003375,HIST_FL_003375,HISTORICAL,FLOOD,2018,10,2018-10-01 00:00:00,month,,,missing,Maharashtra,,1.0,,5.0,,,,,,,,,,,,,
HIST_FL_003376,HIST_FL_003376,HISTORICAL,FLOOD,2018,10,2018-10-01 00:00:00,month,,,missing,Maharashtra,,1.0,,1.0,,,,,,,,,,,,,
HIST_FL_003377,HIST_FL_003377,HISTORICAL,FLOOD,2018,11,2018-11-01 00:00:00,month,,,missing,Kerala,,1.0,,,,,,,,,,,,,,,
HIST_FL_003378,HIST_FL_003378,HISTORICAL,FLOOD,2018,11,2018-11-01 00:00:00,month,,,missing,Kerala,,1.0,,,,,,,,,,,,,,,
HIST_FL_003379,HIST_FL_003379,HISTORICAL,FLOOD,2018,11,2018-11-01 00:00:00,month,,,missing,Maharashtra,,1.0,,,,,,,,,,,,,,,
HIST_FL_003380,HIST_FL_003380,HISTORICAL,FLOOD,2018,11,2018-11-01 00:00:00,month,,,missing,Maharashtra,,1.0,,4.0,,,,,,,,,,,,,
HIST_FL_003381,HIST_FL_003381,HISTORICAL,FLOOD,2018,11,2018-11-01 00:00:00,month,,,missing,Manipur,,1.0,,5.0,,,,,,,,,,,,,
HIST_FL_003382,HIST_FL_003382,HISTORICAL,FLOOD,2018,11,2018-11-01 00:00:00,month,,,missing,Tamil Nadu,,1.0,,3.0,,,,,,,,,,,,,
HIST_FL_003383,HIST_FL_003383,HISTORICAL,FLOOD,2018,11,2018-11-01 00:00:00,month,,,missing,Tamil Nadu,,1.0,,2.0,,,,,,,,,,,,,
HIST_FL_003384,HIST_FL_003384,HISTORICAL,FLOOD,2018,11,2018-11-01 00:00:00,month,,,missing,Uttarakhand,,1.0,,7.0,,,,,,,,,,,,,
HIST_FL_003385,HIST_FL_003385,HISTORICAL,FLOOD,2018,11,2018-11-01 00:00:00,month,,,missing,Uttar Pradesh,,1.0,,17.0,,,,,,,,,,,,,
